t(s),Date,Time,TxBat(V),VFR 2.4G(%),Rx VFR(%),VFR 900M(%),AccY(g),Altitude(m),RSSI 2.4G(dB),RX,RxBatt(V),AccX(g),AccZ(g),VSpeed(m/s),RSSI 900M(dB),RX,R.angle(°),P.angle(°),Power 900M(mW),ADC2(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),VFAS(V),Current(A),Temp1(°C),Temp2(°C),Air speed(km/h),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,LS2
41.14,2026-04-02,15:36:02.230,7.52,99,99,99,0.081,23.60,57,0,8.16,-0.298,1.140,1.92,55,0,-176.00,-13.87,10,0.00,3.75,3.81,3.78,3.79,3.81,3.76,3.81,3.81,29.77,61.8,-30,-30,68.5,0,-144,777,-72,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
41.41,2026-04-02,15:36:02.500,7.52,97,99,99,0.088,24.21,52,0,8.17,-0.325,1.165,2.04,54,0,-173.66,-16.74,10,0.00,3.75,3.81,3.78,3.79,3.80,3.76,3.81,3.81,29.77,61.8,-30,-30,65.2,0,-85,783,-267,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
41.67,2026-04-02,15:36:02.760,7.51,96,99,99,0.097,24.87,48,0,8.17,-0.331,1.176,2.17,55,0,-173.65,-18.02,10,0.00,3.75,3.81,3.78,3.79,3.80,3.76,3.81,3.80,29.73,62.6,-30,-30,65.2,-15,-131,789,-269,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
41.95,2026-04-02,15:36:03.040,7.52,97,99,99,0.072,25.66,48,0,8.17,-0.332,1.082,2.46,55,0,-177.16,-19.53,10,0.00,3.74,3.80,3.78,3.79,3.80,3.76,3.81,3.80,29.73,62.6,-30,-30,65.0,-22,-154,792,-250,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
42.21,2026-04-02,15:36:03.300,7.51,99,100,99,0.063,26.38,49,0,8.17,-0.347,1.189,2.56,53,0,-179.39,-22.13,10,0.00,3.74,3.80,3.77,3.79,3.80,3.76,3.81,3.80,29.69,63.1,-30,-30,64.6,0,-178,791,-120,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
42.47,2026-04-02,15:36:03.560,7.52,100,100,99,0.065,27.23,49,0,8.17,-0.354,1.196,2.70,52,0,-178.83,-23.46,10,0.00,3.74,3.80,3.77,3.79,3.79,3.75,3.81,3.80,29.69,63.1,-30,-30,64.3,0,-273,792,-18,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
42.73,2026-04-02,15:36:03.820,7.52,99,100,100,0.104,28.25,49,0,8.17,-0.374,1.275,3.14,49,0,-174.18,-26.21,10,0.00,3.74,3.80,3.77,3.79,3.79,3.75,3.81,3.80,29.67,64.0,-30,-30,63.7,-3,-94,793,-218,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
43.0,2026-04-02,15:36:04.090,7.52,93,100,100,0.124,29.23,47,0,8.17,-0.356,1.043,3.42,45,0,-173.96,-27.49,10,0.00,3.74,3.80,3.77,3.79,3.79,3.75,3.80,3.79,29.67,64.0,-30,-30,61.5,-12,-195,798,-157,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
43.26,2026-04-02,15:36:04.350,7.51,91,100,100,0.105,30.86,46,0,8.17,-0.346,1.016,3.18,46,0,161.48,-28.03,10,0.00,3.73,3.80,3.77,3.79,3.79,3.75,3.80,3.79,29.64,64.0,-30,-30,61.5,0,-255,796,0,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
43.52,2026-04-02,15:36:04.610,7.52,89,100,100,0.106,30.86,44,0,8.17,-0.374,1.177,3.18,47,0,174.51,-28.97,10,0.00,3.73,3.80,3.76,3.78,3.79,3.75,3.80,3.79,29.64,64.0,-30,-30,61.5,0,-284,796,104,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
43.79,2026-04-02,15:36:04.880,7.52,86,100,100,0.109,33.17,41,0,8.17,-0.386,1.177,3.85,49,0,173.90,-32.00,10,0.00,3.73,3.80,3.76,3.78,3.78,3.74,3.80,3.79,29.61,63.9,-30,-30,61.5,0,-147,796,39,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
44.05,2026-04-02,15:36:05.140,7.52,85,100,100,0.122,34.36,39,0,8.17,-0.377,1.093,4.16,52,0,174.77,-32.65,10,0.00,3.73,3.80,3.76,3.78,3.78,3.74,3.79,3.78,29.61,63.9,-30,-30,59.3,0,-45,796,0,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
44.32,2026-04-02,15:36:05.410,7.52,85,100,100,0.125,35.46,39,0,8.17,-0.356,1.027,3.98,52,0,173.34,-32.01,10,0.00,3.72,3.79,3.76,3.78,3.78,3.74,3.79,3.78,29.61,63.9,-30,-30,58.9,1,-149,795,201,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
44.59,2026-04-02,15:36:05.680,7.52,92,100,100,0.108,36.38,41,0,8.17,-0.357,0.999,3.50,53,0,170.53,-30.05,10,0.00,3.72,3.79,3.75,3.78,3.78,3.74,3.79,3.78,29.58,63.7,-30,-30,59.3,37,-172,797,335,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
44.86,2026-04-02,15:36:05.950,7.52,95,100,100,0.135,37.41,43,0,8.14,-0.378,1.017,3.50,57,0,174.51,-28.79,10,0.00,3.72,3.79,3.75,3.78,3.78,3.73,3.79,3.78,29.58,63.7,-30,-30,57.8,121,-103,796,403,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
45.12,2026-04-02,15:36:06.210,7.52,98,100,100,0.140,38.58,47,0,8.14,-0.359,0.923,3.83,61,0,175.98,-28.06,10,0.00,3.72,3.79,3.75,3.78,3.78,3.73,3.79,3.78,29.56,64.0,-30,-30,57.2,152,27,796,360,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
45.39,2026-04-02,15:36:06.480,7.52,98,100,100,0.142,39.53,49,0,8.16,-0.352,0.879,3.61,63,0,176.10,-26.38,10,0.00,3.72,3.79,3.75,3.78,3.78,3.73,3.79,3.78,29.56,64.0,-30,-30,58.2,179,75,796,327,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
45.65,2026-04-02,15:36:06.740,7.52,99,100,100,0.140,40.36,49,0,8.12,-0.359,0.867,3.19,63,0,175.32,-25.38,10,0.00,3.72,3.78,3.75,3.78,3.78,3.73,3.79,3.78,29.54,63.8,-30,-30,58.2,247,33,796,576,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
45.92,2026-04-02,15:36:07.010,7.52,94,100,100,0.136,40.36,47,0,8.09,-0.350,0.903,2.71,64,0,176.52,-22.96,10,0.00,3.72,3.78,3.75,3.78,3.78,3.73,3.79,3.78,29.54,63.8,-30,-30,58.2,293,15,797,743,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
46.18,2026-04-02,15:36:07.270,7.52,88,100,100,0.151,41.76,43,0,8.10,-0.340,0.903,2.54,64,0,-174.27,-20.93,10,0.00,3.72,3.78,3.75,3.78,3.78,3.73,3.79,3.78,29.52,63.9,-30,-30,57.6,325,15,796,803,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
46.44,2026-04-02,15:36:07.530,7.52,85,100,100,0.153,42.48,42,0,8.11,-0.326,0.854,2.51,65,0,-169.67,-20.11,10,0.00,3.72,3.78,3.75,3.78,3.78,3.73,3.78,3.78,29.52,63.9,-30,-30,59.8,341,41,797,418,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
46.71,2026-04-02,15:36:07.800,7.52,90,100,100,0.176,43.40,45,0,8.13,-0.333,0.871,1.68,65,0,-162.90,-19.18,10,0.00,3.71,3.78,3.75,3.78,3.78,3.73,3.78,3.78,29.51,63.3,-30,-30,59.8,339,14,797,18,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
46.98,2026-04-02,15:36:08.070,7.52,97,100,100,0.141,43.89,47,0,8.15,-0.320,0.957,1.72,66,0,-165.93,-19.62,10,0.00,3.71,3.78,3.75,3.76,3.78,3.73,3.78,3.78,29.51,63.3,-30,-30,60.6,348,108,797,232,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
47.24,2026-04-02,15:36:08.330,7.52,97,100,100,0.105,44.06,47,0,8.16,-0.303,0.915,1.16,66,0,-174.14,-19.17,10,0.00,3.71,3.78,3.75,3.76,3.77,3.72,3.78,3.78,29.51,63.3,-30,-30,63.7,363,245,796,252,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
47.52,2026-04-02,15:36:08.610,7.52,95,100,100,0.043,44.03,48,0,8.15,-0.297,0.947,0.39,65,0,-170.19,-16.58,10,0.00,3.71,3.78,3.75,3.76,3.77,3.72,3.78,3.78,29.51,63.3,-30,-30,65.6,422,262,795,348,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
47.79,2026-04-02,15:36:08.880,7.52,93,100,100,0.043,44.13,48,0,8.11,-0.291,0.984,0.39,63,0,-164.08,-15.05,10,0.00,3.71,3.78,3.75,3.76,3.77,3.72,3.78,3.77,29.49,63.0,-30,-30,67.4,427,253,795,227,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
48.06,2026-04-02,15:36:09.150,7.51,88,100,100,0.065,44.41,47,0,8.10,-0.276,1.047,0.65,62,0,-148.88,-12.16,10,0.00,3.71,3.78,3.75,3.76,3.77,3.72,3.78,3.77,29.49,63.1,-30,-30,67.4,268,120,795,0,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
48.32,2026-04-02,15:36:09.410,7.52,84,100,100,0.081,44.65,46,0,8.12,-0.259,1.013,0.80,59,0,-143.99,-11.18,10,0.00,3.71,3.78,3.74,3.76,3.77,3.72,3.78,3.77,29.48,63.1,-30,-30,68.7,218,141,782,0,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
48.58,2026-04-02,15:36:09.670,7.51,82,100,100,0.089,44.81,48,0,8.14,-0.256,1.093,0.70,56,0,-141.39,-10.22,10,0.00,3.71,3.78,3.74,3.76,3.77,3.72,3.78,3.77,29.48,61.1,-30,-30,68.5,197,142,714,-14,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
48.85,2026-04-02,15:36:09.940,7.51,89,100,100,0.069,45.07,50,0,8.16,-0.183,1.010,0.75,56,0,-138.72,-8.56,10,0.00,3.71,3.78,3.74,3.76,3.77,3.72,3.78,3.77,29.52,61.1,-30,-30,70.7,185,97,699,-28,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
49.12,2026-04-02,15:36:10.210,7.52,95,100,100,0.067,45.42,52,0,8.17,-0.171,1.020,0.99,57,0,-138.53,-7.95,10,0.00,3.71,3.78,3.74,3.76,3.77,3.72,3.78,3.77,29.58,53.6,-30,-30,72.4,178,-53,700,-123,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
49.4,2026-04-02,15:36:10.490,7.51,95,100,100,0.068,46.01,54,0,8.14,-0.180,1.122,1.11,57,0,-137.60,-7.45,10,0.00,3.71,3.78,3.74,3.76,3.77,3.72,3.78,3.77,29.58,53.6,-30,-30,72.6,42,-209,702,-428,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
49.68,2026-04-02,15:36:10.770,7.51,94,100,100,0.084,46.23,55,0,8.13,-0.167,1.230,0.92,53,0,-135.46,-8.41,10,0.00,3.71,3.78,3.74,3.76,3.79,3.74,3.78,3.77,29.63,53.6,-30,-30,74.1,0,-243,705,-538,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
49.94,2026-04-02,15:36:11.030,7.51,96,100,100,0.089,46.36,55,0,8.15,-0.180,1.284,0.60,46,0,-137.00,-9.46,10,0.00,3.71,3.78,3.74,3.76,3.79,3.74,3.78,3.77,29.63,53.6,-30,-30,73.7,-24,-232,745,-551,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
50.21,2026-04-02,15:36:11.300,7.52,95,100,100,0.043,46.48,55,0,8.16,-0.209,1.322,0.51,44,0,-142.09,-10.85,10,0.00,3.71,3.78,3.74,3.76,3.79,3.74,3.80,3.79,29.62,56.2,-30,-30,74.1,-62,-186,775,-561,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
50.48,2026-04-02,15:36:11.570,7.52,95,100,100,0.035,46.63,56,0,8.17,-0.229,1.352,0.44,45,0,-143.20,-11.53,10,0.00,3.73,3.80,3.74,3.76,3.79,3.74,3.80,3.79,29.62,56.2,-30,-30,74.1,-77,-119,784,-567,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
50.74,2026-04-02,15:36:11.830,7.52,94,99,99,0.016,46.94,57,0,8.12,-0.197,1.220,0.83,46,0,-140.55,-12.29,10,0.00,3.73,3.80,3.76,3.78,3.79,3.74,3.80,3.79,29.58,60.9,-30,-30,75.6,-186,-34,796,-670,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
51.0,2026-04-02,15:36:12.090,7.52,95,99,99,0.054,46.86,56,0,8.13,-0.210,1.261,0.34,51,0,-137.71,-14.31,10,0.00,3.73,3.80,3.76,3.78,3.78,3.74,3.80,3.79,29.58,60.9,-30,-30,76.1,-235,-36,797,-734,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
51.26,2026-04-02,15:36:12.350,7.52,95,99,99,0.075,46.81,54,0,8.09,-0.172,1.261,-0.09,54,0,-141.40,-15.49,10,0.00,3.73,3.80,3.76,3.78,3.78,3.74,3.78,3.77,29.55,60.9,-30,-30,76.7,-279,-53,796,-792,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
51.53,2026-04-02,15:36:12.620,7.52,96,99,99,0.023,46.85,53,0,8.11,-0.154,1.226,0.05,55,0,-159.02,-19.37,10,0.00,3.71,3.77,3.76,3.78,3.78,3.74,3.78,3.77,29.55,60.9,-30,-30,76.7,-272,4,796,-610,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
51.8,2026-04-02,15:36:12.890,7.52,96,99,99,-0.004,46.95,53,0,8.13,-0.179,1.263,0.15,54,0,-168.07,-21.95,10,0.00,3.71,3.77,3.74,3.76,3.78,3.74,3.78,3.77,29.52,61.7,-30,-30,79.5,-163,2,802,-403,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
52.07,2026-04-02,15:36:13.160,7.52,95,99,99,-0.024,48.33,51,0,8.15,-0.197,1.327,2.19,55,0,-169.18,-24.68,10,0.00,3.71,3.77,3.74,3.76,3.77,3.72,3.78,3.77,29.52,62.7,-30,-30,78.2,-121,-10,805,-522,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
52.34,2026-04-02,15:36:13.430,7.51,89,99,99,0.053,49.04,50,0,8.13,-0.212,1.167,2.45,56,0,-161.67,-26.11,10,0.00,3.71,3.77,3.74,3.76,3.77,3.72,3.78,3.77,29.50,62.7,-30,-30,75.6,-251,7,803,-699,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
52.6,2026-04-02,15:36:13.690,7.51,85,99,99,0.081,49.57,49,0,8.16,-0.200,1.186,2.12,56,0,-165.12,-27.67,10,0.00,3.71,3.77,3.74,3.76,3.77,3.72,3.77,3.76,29.47,62.6,-30,-30,74.1,-251,11,804,-749,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
52.86,2026-04-02,15:36:13.950,7.52,83,99,99,0.026,49.57,48,0,8.16,-0.220,1.159,2.22,56,0,163.00,-32.93,10,0.00,3.70,3.77,3.74,3.76,3.77,3.72,3.77,3.76,29.47,62.6,-30,-30,74.1,-182,11,805,-603,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
53.12,2026-04-02,15:36:14.210,7.52,85,99,99,-0.015,51.47,48,0,8.17,-0.231,1.135,3.18,56,0,164.53,-35.01,10,0.00,3.70,3.77,3.74,3.75,3.77,3.72,3.77,3.76,29.44,62.9,-30,-30,74.3,-153,11,805,-158,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
53.39,2026-04-02,15:36:14.480,7.52,89,99,99,-0.021,53.03,48,0,8.17,-0.285,1.259,4.47,54,0,163.96,-36.48,10,0.00,3.70,3.77,3.74,3.75,3.76,3.71,3.77,3.76,29.44,62.9,-30,-30,73.0,-131,139,805,-360,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
53.65,2026-04-02,15:36:14.740,7.52,88,99,99,0.061,54.64,48,0,8.17,-0.279,1.083,5.26,54,0,175.39,-33.04,10,0.00,3.70,3.77,3.74,3.75,3.76,3.71,3.77,3.76,29.42,62.9,-30,-30,70.0,-113,196,806,-513,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
53.92,2026-04-02,15:36:15.010,7.52,89,99,99,0.073,55.91,48,0,8.17,-0.270,0.973,4.91,52,0,174.35,-31.25,10,0.00,3.70,3.76,3.74,3.75,3.76,3.71,3.77,3.76,29.42,62.9,-30,-30,67.6,-102,272,806,-525,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1
54.18,2026-04-02,15:36:15.270,7.52,84,99,99,0.069,56.86,50,0,8.17,-0.276,0.889,3.97,50,0,162.96,-28.08,10,0.00,3.70,3.76,3.73,3.75,3.76,3.71,3.77,3.76,29.39,63.6,-30,-30,66.5,-93,354,805,-395,0,666,0,0,1,-1,0,1,0,-1,-1,-1,-1,-1,0,1
54.45,2026-04-02,15:36:15.540,7.52,89,98,98,0.023,58.08,50,0,8.17,-0.272,0.809,3.98,48,0,157.01,-26.65,10,0.00,3.70,3.76,3.73,3.75,3.76,3.71,3.77,3.76,29.39,63.6,-30,-30,66.5,-92,437,803,-232,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
54.72,2026-04-02,15:36:15.810,7.52,95,97,97,0.012,59.49,51,0,8.12,-0.484,0.703,4.45,43,0,150.76,-23.10,10,0.00,3.70,3.76,3.73,3.75,3.76,3.71,3.77,3.76,29.37,63.3,-30,-30,67.6,-81,283,801,-64,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
54.99,2026-04-02,15:36:16.080,7.52,97,97,96,-0.016,62.24,51,0,8.10,-0.472,0.334,4.74,44,0,156.44,-13.03,10,0.00,3.70,3.76,3.73,3.75,3.76,3.71,3.76,3.75,29.37,63.3,-30,-30,70.7,-56,169,786,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
55.26,2026-04-02,15:36:16.350,7.51,97,97,96,0.010,63.31,53,0,8.06,-0.475,0.521,4.10,46,0,159.74,-8.93,10,0.00,3.69,3.76,3.73,3.75,3.76,3.71,3.76,3.75,29.36,62.5,-30,-30,70.7,-48,15,774,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
55.53,2026-04-02,15:36:16.620,7.52,95,96,96,0.031,64.42,53,0,8.07,-0.221,0.507,3.94,50,0,165.76,0.78,10,0.00,3.69,3.76,3.73,3.74,3.76,3.71,3.76,3.75,29.36,62.5,-30,-30,67.0,-46,71,774,-107,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
55.8,2026-04-02,15:36:16.890,7.52,95,96,96,0.065,64.77,53,0,8.07,-0.053,0.517,2.63,49,0,167.78,9.38,10,0.00,3.69,3.76,3.73,3.74,3.76,3.71,3.76,3.75,29.36,60.5,-30,-30,67.4,-190,14,792,-383,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
56.07,2026-04-02,15:36:17.160,7.51,94,96,96,0.075,64.85,51,0,8.07,-0.127,0.405,1.17,48,0,164.45,13.34,10,0.00,3.69,3.76,3.73,3.74,3.76,3.71,3.76,3.75,29.36,63.2,-30,-30,68.2,-147,-338,844,-301,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
56.34,2026-04-02,15:36:17.430,7.51,94,96,96,0.062,64.59,49,0,8.07,-0.153,0.824,1.17,51,0,155.85,16.55,10,0.00,3.69,3.76,3.73,3.74,3.76,3.71,3.76,3.75,29.30,63.2,-30,-30,70.7,-114,-439,853,-201,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
56.61,2026-04-02,15:36:17.700,7.51,91,96,96,0.034,64.13,47,0,8.07,-0.100,1.005,-0.99,54,0,154.54,16.23,10,0.00,3.69,3.76,3.72,3.74,3.76,3.71,3.76,3.75,29.26,68.1,-30,-30,72.6,-73,-535,853,-113,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
56.88,2026-04-02,15:36:17.970,7.51,91,96,96,0.028,63.82,46,0,8.05,-0.047,1.201,-1.12,57,0,161.67,14.29,10,0.00,3.69,3.76,3.72,3.74,3.74,3.70,3.76,3.75,29.26,68.1,-30,-30,72.6,-68,-396,854,-302,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
57.14,2026-04-02,15:36:18.230,7.51,88,96,96,0.023,63.26,44,0,8.06,-0.029,1.092,-1.49,60,0,164.27,14.57,10,0.00,3.69,3.76,3.72,3.74,3.74,3.70,3.76,3.75,29.22,67.6,-30,-30,72.6,-82,-501,863,-282,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
57.41,2026-04-02,15:36:18.500,7.51,93,96,96,0.028,61.53,44,0,8.07,-0.029,1.158,-2.82,61,0,163.62,15.20,10,0.00,3.69,3.76,3.72,3.74,3.74,3.70,3.74,3.73,29.22,67.6,-30,-30,72.6,-86,-505,865,-277,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
57.67,2026-04-02,15:36:18.760,7.52,95,96,96,0.019,60.58,46,0,8.07,-0.162,1.299,-3.21,63,0,164.70,13.95,10,0.00,3.67,3.74,3.72,3.74,3.74,3.70,3.74,3.73,29.19,68.4,-30,-30,72.6,-83,-595,863,-95,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
57.94,2026-04-02,15:36:19.030,7.52,97,97,96,0.029,59.62,46,0,8.07,-0.080,1.330,-3.28,65,0,164.70,13.95,10,0.00,3.67,3.74,3.72,3.74,3.74,3.70,3.74,3.73,29.19,68.4,-30,-30,79.6,-71,-496,864,-173,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
58.2,2026-04-02,15:36:19.290,7.52,95,97,97,0.035,58.73,46,0,8.07,-0.021,1.253,-3.21,66,0,171.86,11.65,10,0.00,3.67,3.74,3.72,3.74,3.73,3.68,3.74,3.73,29.16,68.1,-30,-30,79.3,-75,-449,865,-200,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
58.46,2026-04-02,15:36:19.550,7.51,88,97,97,0.027,57.75,46,0,8.07,0.065,1.164,-3.25,66,0,171.75,11.53,10,0.00,3.67,3.74,3.72,3.74,3.73,3.68,3.74,3.72,29.16,68.1,-30,-30,79.6,-68,-472,865,-199,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
58.72,2026-04-02,15:36:19.810,7.52,80,99,99,0.045,56.75,44,0,8.07,-0.136,1.213,-3.44,66,0,171.07,10.91,10,0.00,3.66,3.73,3.72,3.74,3.73,3.68,3.74,3.72,29.13,67.6,-30,-30,80.7,-34,-582,864,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
58.99,2026-04-02,15:36:20.080,7.52,74,100,100,0.045,56.75,42,0,8.05,0.050,1.426,-3.32,66,0,174.79,7.90,10,0.00,3.66,3.73,3.70,3.72,3.73,3.68,3.74,3.72,29.13,67.6,-30,-30,80.4,0,-624,864,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
59.26,2026-04-02,15:36:20.350,7.51,72,100,100,0.043,56.75,39,0,8.06,0.007,1.414,-3.14,66,0,178.29,6.01,10,0.00,3.66,3.73,3.70,3.72,3.72,3.68,3.74,3.72,29.11,67.5,-30,-30,79.3,0,-618,863,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
59.53,2026-04-02,15:36:20.620,7.51,75,100,100,0.036,54.13,39,0,8.07,-0.002,1.433,-2.96,65,0,-177.66,2.09,10,0.00,3.66,3.73,3.70,3.72,3.72,3.68,3.74,3.72,29.11,67.5,-30,-30,79.6,0,-484,862,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
59.79,2026-04-02,15:36:20.880,7.52,73,100,100,0.045,54.13,38,0,8.07,-0.028,1.433,-2.63,64,0,-175.98,0.70,10,0.00,3.66,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.09,67.3,-30,-30,78.2,0,-348,862,-34,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
60.06,2026-04-02,15:36:21.150,7.51,72,100,100,0.044,52.76,38,0,8.07,-0.028,1.049,-2.42,64,0,-172.36,0.59,10,0.00,3.66,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.09,67.6,-30,-30,78.2,0,-344,862,-34,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
60.32,2026-04-02,15:36:21.410,7.52,71,100,100,0.039,51.98,38,0,8.07,-0.042,0.971,-2.64,64,0,-172.60,0.88,10,0.00,3.66,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.08,67.6,-30,-30,80.4,0,-350,862,-38,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
60.58,2026-04-02,15:36:21.670,7.51,74,100,100,0.025,50.49,38,0,8.07,0.002,0.972,-2.64,64,0,-172.67,0.20,10,0.00,3.66,3.73,3.70,3.72,3.72,3.67,3.73,3.72,29.08,67.1,-30,-30,81.1,0,-472,862,-110,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
60.85,2026-04-02,15:36:21.940,7.52,75,100,100,0.025,49.82,38,0,8.04,-0.008,1.184,-2.57,64,0,-172.02,-1.53,10,0.00,3.66,3.73,3.70,3.72,3.72,3.67,3.73,3.72,29.08,67.1,-30,-30,81.5,0,-561,862,-48,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
61.12,2026-04-02,15:36:22.210,7.52,76,100,100,0.006,49.28,39,0,8.06,0.086,1.333,-2.57,64,0,-170.95,-3.43,10,0.00,3.66,3.73,3.70,3.72,3.72,3.67,3.73,3.72,29.06,67.1,-30,-30,81.7,-3,-506,861,-188,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
61.39,2026-04-02,15:36:22.480,7.51,80,100,100,0.020,48.89,39,0,8.06,0.069,1.316,-1.67,64,0,-169.37,-5.58,10,0.00,3.66,3.73,3.69,3.72,3.72,3.67,3.73,3.72,29.06,67.1,-30,-30,80.9,-15,-473,826,-223,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
