t(s),Date,Time,TxBat(V),VFR 2.4G(%),Rx VFR(%),VFR 900M(%),AccY(g),Altitude(m),RSSI 2.4G(dB),RX,RxBatt(V),AccX(g),AccZ(g),VSpeed(m/s),RSSI 900M(dB),RX,R.angle(°),P.angle(°),Power 900M(mW),ADC2(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),VFAS(V),Current(A),Temp1(°C),Temp2(°C),Air speed(km/h),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,LS2
82.0,2026-04-02,15:36:43.090,7.51,91,98,98,0.101,24.36,44,0,8.07,-0.210,1.046,1.22,46,0,-173.84,-7.28,10,0.00,3.61,3.67,3.65,3.67,3.67,3.64,3.68,3.67,28.81,63.2,-30,-30,66.1,0,-333,899,-48,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
82.26,2026-04-02,15:36:43.350,7.51,95,99,99,0.099,24.59,47,0,8.07,-0.254,0.988,0.86,44,0,-176.20,-7.98,10,0.00,3.61,3.67,3.65,3.67,3.66,3.63,3.68,3.67,28.73,71.3,-30,-30,66.1,0,-153,898,-198,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
82.53,2026-04-02,15:36:43.620,7.51,96,98,98,0.106,24.88,48,0,8.07,-0.273,0.928,0.95,40,0,-177.18,-8.05,10,0.00,3.61,3.67,3.65,3.67,3.66,3.63,3.67,3.65,28.73,71.3,-30,-30,66.5,0,-143,899,-167,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
82.8,2026-04-02,15:36:43.890,7.51,98,98,96,0.062,25.16,48,0,8.07,-0.224,0.772,0.95,38,0,175.78,-6.49,10,0.00,3.60,3.66,3.65,3.67,3.66,3.63,3.67,3.65,28.67,70.7,-30,-30,67.0,0,-337,898,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
83.07,2026-04-02,15:36:44.160,7.51,98,98,93,0.084,25.43,47,0,8.07,-0.299,0.772,0.98,38,0,177.33,-6.12,10,0.00,3.60,3.66,3.63,3.65,3.66,3.63,3.67,3.65,28.67,70.7,-30,-30,67.6,0,-445,897,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
83.33,2026-04-02,15:36:44.420,7.51,94,94,93,0.087,25.43,45,0,8.07,-0.299,1.211,0.98,42,0,-166.24,-8.37,10,0.00,3.60,3.66,3.63,3.65,3.64,3.61,3.67,3.65,28.62,70.9,-30,-30,67.4,0,-324,896,-81,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
83.59,2026-04-02,15:36:44.680,7.51,92,93,93,0.093,26.55,43,0,8.07,-0.173,0.982,1.88,42,0,38.68,-8.98,10,0.00,3.60,3.66,3.63,3.65,3.64,3.61,3.67,3.65,28.62,70.4,-30,-30,68.0,0,-350,896,-99,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
83.85,2026-04-02,15:36:44.940,7.51,90,93,93,0.092,27.11,42,0,8.07,-0.173,0.979,1.96,42,0,177.81,-8.66,10,0.00,3.60,3.66,3.63,3.65,3.64,3.61,3.66,3.64,28.58,70.4,-30,-30,66.5,0,-441,897,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
84.13,2026-04-02,15:36:45.220,7.51,93,93,93,0.109,27.98,41,0,8.07,-0.293,1.099,1.59,43,0,178.53,-10.42,10,0.00,3.59,3.65,3.63,3.65,3.64,3.61,3.66,3.64,28.55,70.6,-30,-30,65.7,0,-386,897,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
84.4,2026-04-02,15:36:45.490,7.52,90,93,93,0.069,28.71,42,0,8.07,-0.249,1.193,2.12,42,0,4.53,-11.22,10,0.00,3.59,3.65,3.63,3.64,3.64,3.61,3.66,3.64,28.55,70.6,-30,-30,65.7,0,-357,897,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
84.66,2026-04-02,15:36:45.750,7.51,88,93,93,0.097,29.13,42,0,8.07,-0.249,1.048,1.93,41,0,-176.92,-11.30,10,0.00,3.59,3.65,3.63,3.64,3.64,3.60,3.66,3.64,28.52,70.4,-30,-30,67.6,0,-399,898,-125,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
84.93,2026-04-02,15:36:46.020,7.51,86,93,93,0.116,29.42,41,0,8.07,-0.190,1.063,1.93,41,0,-177.76,-12.63,10,0.00,3.59,3.65,3.63,3.64,3.64,3.60,3.66,3.64,28.52,70.4,-30,-30,67.6,0,-450,898,-113,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
85.2,2026-04-02,15:36:46.290,7.51,83,92,92,0.112,29.84,39,0,8.07,-0.276,1.019,1.93,40,0,169.00,-13.75,10,0.00,3.58,3.64,3.63,3.64,3.64,3.60,3.66,3.64,28.50,70.6,-30,-30,66.5,0,-534,897,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
85.47,2026-04-02,15:36:46.560,7.51,81,91,91,0.085,30.38,39,0,8.07,-0.278,1.258,1.57,38,0,172.84,-17.63,10,0.00,3.58,3.64,3.62,3.64,3.64,3.60,3.66,3.64,28.50,70.6,-30,-30,65.2,0,-570,895,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
85.73,2026-04-02,15:36:46.820,7.51,80,91,91,0.072,31.25,40,0,8.07,-0.187,1.277,2.35,38,0,174.17,-19.55,10,0.00,3.58,3.64,3.62,3.64,3.64,3.60,3.66,3.64,28.48,70.6,-30,-30,64.1,0,-443,891,-32,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
86.0,2026-04-02,15:36:47.090,7.51,81,91,91,0.086,32.23,40,0,8.07,-0.275,1.133,3.09,39,0,178.32,-20.53,10,0.00,3.58,3.64,3.62,3.64,3.64,3.60,3.64,3.63,28.48,70.6,-30,-30,65.0,0,-492,888,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
86.27,2026-04-02,15:36:47.360,7.51,84,91,91,0.086,32.81,38,0,8.07,-0.285,1.114,3.09,41,0,179.02,-21.17,10,0.00,3.58,3.64,3.62,3.64,3.64,3.60,3.64,3.63,28.45,70.6,-30,-30,63.2,-21,-506,889,-78,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
86.53,2026-04-02,15:36:47.620,7.51,86,92,92,0.106,33.38,39,0,8.07,-0.279,1.100,2.14,45,0,-154.79,-22.00,10,0.00,3.58,3.64,3.62,3.64,3.64,3.60,3.64,3.63,28.45,70.6,-30,-30,61.5,-25,-451,888,-21,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
86.8,2026-04-02,15:36:47.890,7.51,90,93,93,0.112,34.67,39,0,8.07,-0.285,1.097,2.24,48,0,176.89,-24.30,10,0.00,3.58,3.64,3.61,3.64,3.64,3.60,3.64,3.63,28.45,69.9,-30,-30,60.9,-16,-251,888,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
87.06,2026-04-02,15:36:48.150,7.51,93,96,96,0.080,35.32,39,0,8.07,-0.224,0.931,2.38,49,0,176.89,-24.30,10,0.00,3.58,3.64,3.61,3.64,3.63,3.59,3.64,3.63,28.45,69.9,-30,-30,60.9,0,-264,890,227,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
87.32,2026-04-02,15:36:48.410,7.51,92,96,96,0.080,35.76,39,0,8.07,-0.332,0.885,2.38,52,0,175.31,-19.40,10,0.00,3.58,3.64,3.61,3.64,3.63,3.59,3.64,3.62,28.45,69.9,-30,-30,61.9,44,-197,889,239,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
87.58,2026-04-02,15:36:48.670,7.51,94,96,96,0.094,36.16,40,0,8.07,-0.252,0.852,1.59,54,0,-168.85,-16.76,10,0.00,3.57,3.63,3.61,3.64,3.63,3.59,3.64,3.62,28.45,69.9,-30,-30,63.3,35,-337,889,83,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
87.85,2026-04-02,15:36:48.940,7.52,95,96,95,0.116,36.50,42,0,8.07,-0.276,0.937,1.34,55,0,-177.17,-16.09,10,0.00,3.57,3.63,3.61,3.63,3.63,3.59,3.64,3.62,28.43,69.9,-30,-30,64.1,38,-145,887,168,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
88.12,2026-04-02,15:36:49.210,7.51,97,97,95,0.098,36.83,43,0,8.07,-0.181,0.791,1.21,57,0,-178.14,-14.93,10,0.00,3.57,3.63,3.61,3.63,3.63,3.59,3.64,3.62,28.42,69.1,-30,-30,64.1,30,-198,887,87,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
88.38,2026-04-02,15:36:49.470,7.51,96,96,95,0.113,36.99,45,0,8.07,-0.138,0.708,0.91,57,0,-178.55,-12.57,10,0.00,3.57,3.63,3.61,3.63,3.63,3.59,3.64,3.62,28.42,69.1,-30,-30,64.6,29,-367,888,188,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
88.65,2026-04-02,15:36:49.740,7.51,96,96,95,0.114,37.09,45,0,8.07,-0.171,0.832,0.52,59,0,-179.37,-10.75,10,0.00,3.57,3.63,3.61,3.63,3.63,3.59,3.64,3.62,28.40,69.5,-30,-30,64.6,30,-391,889,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
88.92,2026-04-02,15:36:50.010,7.51,96,96,95,0.056,37.16,45,0,8.07,-0.147,1.007,0.52,59,0,157.53,-11.07,10,0.00,3.57,3.63,3.61,3.63,3.63,3.59,3.64,3.62,28.40,69.5,-30,-30,65.6,22,-512,888,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
89.19,2026-04-02,15:36:50.280,7.51,96,96,96,0.065,37.15,43,0,8.07,-0.228,1.007,0.18,60,0,177.34,-12.70,10,0.00,3.57,3.63,3.61,3.63,3.63,3.59,3.64,3.62,28.38,69.4,-30,-30,65.6,0,-583,888,97,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
89.46,2026-04-02,15:36:50.550,7.51,92,97,97,0.090,37.10,41,0,8.05,-0.312,1.418,0.03,61,0,-172.09,-15.91,10,0.00,3.57,3.63,3.61,3.63,3.62,3.59,3.64,3.62,28.38,69.4,-30,-30,65.6,0,-561,887,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
89.73,2026-04-02,15:36:50.820,7.51,83,97,97,0.160,37.08,40,0,8.06,-0.134,1.252,0.02,61,0,-172.09,-15.91,10,0.00,3.57,3.63,3.61,3.63,3.62,3.59,3.64,3.62,28.38,69.3,-30,-30,65.9,0,-379,885,-173,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
89.99,2026-04-02,15:36:51.080,7.51,78,98,98,0.104,37.01,39,0,8.07,-0.134,0.984,0.02,60,0,-178.72,-19.59,10,0.00,3.57,3.63,3.61,3.63,3.62,3.59,3.64,3.62,28.38,69.3,-30,-30,65.9,0,-534,868,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
90.26,2026-04-02,15:36:51.350,7.51,74,98,98,0.068,36.74,38,0,8.07,-0.112,1.160,0.02,57,0,172.27,-19.87,10,0.00,3.57,3.63,3.61,3.63,3.62,3.59,3.64,3.62,28.39,68.0,-30,-30,65.9,0,-574,862,36,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
90.53,2026-04-02,15:36:51.620,7.51,80,98,98,0.075,36.73,39,0,8.07,-0.246,1.160,-0.42,57,0,172.43,-21.86,10,0.00,3.57,3.63,3.61,3.63,3.62,3.59,3.64,3.62,28.39,68.0,-30,-30,65.9,0,-520,782,55,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
90.79,2026-04-02,15:36:51.880,7.51,82,98,98,0.086,36.91,40,0,8.07,-0.180,1.195,0.18,59,0,176.49,-23.83,10,0.00,3.57,3.63,3.61,3.63,3.62,3.59,3.64,3.62,28.44,62.4,-30,-30,65.9,0,-411,781,50,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
91.06,2026-04-02,15:36:52.150,7.51,88,99,99,0.098,37.12,42,0,8.07,-0.188,1.064,0.18,60,0,173.94,-22.97,10,0.00,3.57,3.63,3.61,3.63,3.62,3.59,3.64,3.62,28.44,62.4,-30,-30,66.1,0,-305,782,107,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
91.32,2026-04-02,15:36:52.410,7.51,90,99,99,0.082,37.23,42,0,8.07,-0.054,0.906,0.50,61,0,172.84,-20.69,10,0.00,3.58,3.63,3.61,3.63,3.62,3.59,3.64,3.62,28.47,59.1,-30,-30,65.6,42,-275,783,260,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
91.58,2026-04-02,15:36:52.670,7.51,94,99,99,0.061,37.19,44,0,8.07,-0.084,0.866,0.17,62,0,175.10,-15.59,10,0.00,3.58,3.63,3.62,3.64,3.62,3.59,3.64,3.62,28.47,59.0,-30,-30,65.6,94,-358,784,277,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
91.85,2026-04-02,15:36:52.940,7.51,95,100,100,0.075,36.98,46,0,8.07,-0.169,0.949,-0.31,63,0,178.03,-14.00,10,0.00,3.58,3.63,3.62,3.64,3.64,3.61,3.64,3.62,28.47,59.0,-30,-30,67.0,123,-399,784,342,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
92.12,2026-04-02,15:36:53.210,7.51,97,100,100,0.095,36.61,49,0,8.07,-0.156,0.997,-0.61,63,0,-175.08,-12.40,10,0.00,3.58,3.63,3.62,3.64,3.64,3.61,3.65,3.63,28.51,59.4,-30,-30,68.0,138,-338,783,329,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
92.39,2026-04-02,15:36:53.480,7.51,96,100,100,0.108,36.55,52,0,8.07,-0.155,0.987,-0.42,64,0,-172.31,-11.30,10,0.00,3.59,3.65,3.62,3.64,3.64,3.61,3.65,3.63,28.51,59.4,-30,-30,67.6,149,-287,783,279,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
92.66,2026-04-02,15:36:53.750,7.51,97,100,100,0.090,36.46,53,0,8.07,-0.049,0.867,-0.30,63,0,-171.78,-9.97,10,0.00,3.59,3.65,3.62,3.65,3.64,3.61,3.65,3.63,28.54,59.0,-30,-30,67.6,155,-287,782,274,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
92.93,2026-04-02,15:36:54.020,7.51,98,100,100,0.075,36.20,54,0,8.07,-0.075,0.910,-0.58,64,0,-170.75,-7.06,10,0.00,3.59,3.65,3.62,3.65,3.64,3.61,3.65,3.63,28.54,59.0,-30,-30,70.2,151,-298,770,296,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
93.2,2026-04-02,15:36:54.290,7.51,99,100,100,0.059,35.89,55,0,8.07,-0.091,0.873,-0.93,65,0,-169.33,-6.18,10,0.00,3.59,3.65,3.62,3.65,3.64,3.61,3.65,3.63,28.57,58.1,-30,-30,70.6,174,-299,702,334,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
93.46,2026-04-02,15:36:54.550,7.51,99,100,100,0.035,35.89,55,0,8.07,0.002,0.887,-0.99,65,0,-164.32,-4.92,10,0.00,3.59,3.65,3.62,3.65,3.64,3.61,3.65,3.63,28.57,58.1,-30,-30,70.2,182,-145,696,35,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
93.72,2026-04-02,15:36:54.810,7.50,99,100,100,0.067,35.29,56,0,8.07,-0.006,0.847,-1.06,65,0,-161.51,-4.20,10,0.00,3.59,3.65,3.62,3.65,3.64,3.61,3.65,3.63,28.63,50.9,-30,-30,70.2,157,-179,696,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
93.98,2026-04-02,15:36:55.070,7.51,99,100,100,0.067,34.99,55,0,8.05,-0.027,0.764,-0.99,65,0,-162.74,-0.79,10,0.00,3.59,3.65,3.64,3.65,3.64,3.61,3.65,3.63,28.63,50.9,-30,-30,70.2,116,-315,696,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
94.24,2026-04-02,15:36:55.330,7.51,100,100,100,0.055,34.53,54,0,8.06,-0.137,0.994,-1.27,67,0,-163.19,0.51,10,0.00,3.59,3.65,3.64,3.65,3.65,3.62,3.65,3.63,28.69,50.9,-30,-30,72.2,114,-466,707,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
94.5,2026-04-02,15:36:55.590,7.51,99,100,100,0.000,33.96,53,0,8.07,0.067,1.111,-1.70,66,0,-162.36,-0.73,10,0.00,3.59,3.65,3.64,3.65,3.65,3.62,3.67,3.65,28.69,50.9,-30,-30,73.2,112,-424,742,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
94.76,2026-04-02,15:36:55.850,7.51,99,100,100,0.036,33.46,52,0,8.07,-0.075,1.228,-1.80,66,0,-158.69,-3.43,10,0.00,3.61,3.66,3.64,3.65,3.65,3.62,3.67,3.65,28.70,53.3,-30,-30,73.0,101,-377,751,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
95.03,2026-04-02,15:36:56.120,7.51,98,100,100,0.049,32.33,53,0,8.07,0.011,1.045,-1.94,66,0,-157.22,-3.95,10,0.00,3.61,3.66,3.64,3.66,3.65,3.62,3.67,3.65,28.70,53.3,-30,-30,73.0,81,-328,737,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
95.29,2026-04-02,15:36:56.380,7.51,96,100,100,0.109,31.92,52,0,8.07,-0.070,1.056,-1.81,67,0,-161.96,-4.27,10,0.00,3.61,3.66,3.64,3.66,3.65,3.63,3.67,3.65,28.71,55.8,-30,-30,69.6,63,-329,715,-6,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
95.56,2026-04-02,15:36:56.650,7.51,95,100,100,0.056,31.57,51,0,8.07,-0.086,0.955,-1.81,68,0,-169.84,-2.81,10,0.00,3.61,3.66,3.64,3.66,3.65,3.63,3.67,3.65,28.71,52.7,-30,-30,72.6,55,-347,711,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
95.83,2026-04-02,15:36:56.920,7.51,93,100,100,0.026,31.10,48,0,8.07,-0.050,1.094,-1.56,68,0,-170.75,-2.64,10,0.00,3.61,3.66,3.64,3.66,3.65,3.63,3.66,3.65,28.71,52.7,-30,-30,74.6,50,-425,698,97,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
96.1,2026-04-02,15:36:57.190,7.51,95,100,100,0.054,30.82,48,0,8.07,-0.038,1.165,-1.21,68,0,-166.24,-3.83,10,0.00,3.60,3.65,3.64,3.66,3.65,3.63,3.66,3.65,28.74,50.8,-30,-30,74.6,56,-359,691,100,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
96.36,2026-04-02,15:36:57.450,7.51,96,100,100,0.068,30.55,50,0,8.07,-0.057,1.068,-1.04,66,0,-165.01,-4.30,10,0.00,3.60,3.65,3.64,3.66,3.65,3.63,3.66,3.65,28.74,50.8,-30,-30,73.0,57,-420,691,2,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
96.63,2026-04-02,15:36:57.720,7.51,100,100,100,0.049,30.34,50,0,8.07,0.050,1.073,-0.93,67,0,-166.95,-4.28,10,0.00,3.60,3.65,3.64,3.66,3.65,3.63,3.66,3.65,28.77,50.3,-30,-30,73.0,47,-188,690,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
96.89,2026-04-02,15:36:57.980,7.51,99,100,100,0.051,30.15,50,0,8.07,0.038,0.854,-0.71,68,0,-169.92,-3.05,10,0.00,3.60,3.65,3.64,3.66,3.65,3.63,3.67,3.65,28.77,50.3,-30,-30,73.0,41,-414,692,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
97.15,2026-04-02,15:36:58.240,7.51,96,100,100,0.074,30.15,48,0,8.05,-0.049,1.124,-0.90,69,0,-171.22,-2.96,10,0.00,3.61,3.66,3.64,3.66,3.65,3.63,3.67,3.65,28.79,50.7,-30,-30,73.0,0,-378,690,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
97.41,2026-04-02,15:36:58.500,7.51,95,100,100,0.062,29.74,49,0,8.06,-0.070,1.115,-0.68,72,0,-173.02,-3.87,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.67,3.65,28.79,50.7,-30,-30,71.7,0,-339,689,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
97.68,2026-04-02,15:36:58.770,7.51,96,100,100,0.054,29.73,52,0,8.07,-0.059,1.115,-0.28,73,0,-170.93,-3.64,10,0.00,3.61,3.66,3.65,3.66,3.66,3.63,3.67,3.65,28.80,50.7,-30,-30,69.3,0,-337,690,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
97.94,2026-04-02,15:36:59.030,7.51,99,100,100,0.080,29.75,53,0,8.07,-0.064,0.941,0.01,73,0,-169.59,-2.65,10,0.00,3.61,3.66,3.65,3.66,3.66,3.63,3.67,3.65,28.80,50.7,-30,-30,70.0,0,-327,690,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
98.2,2026-04-02,15:36:59.290,7.51,99,100,100,0.089,29.68,52,0,8.07,-0.104,0.949,-0.15,73,0,-169.59,-2.65,10,0.00,3.61,3.66,3.65,3.66,3.66,3.63,3.67,3.65,28.81,50.7,-30,-30,70.0,0,-155,689,-8,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
98.47,2026-04-02,15:36:59.560,7.50,99,100,100,0.072,29.69,52,0,8.07,-0.081,1.009,-0.01,73,0,-174.91,-2.82,10,0.00,3.61,3.66,3.65,3.66,3.66,3.63,3.67,3.65,28.81,50.7,-30,-30,70.0,0,-190,690,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
98.74,2026-04-02,15:36:59.830,7.51,98,100,100,0.069,29.58,51,0,8.07,-0.094,0.906,-0.19,73,0,-174.15,0.93,10,0.00,3.61,3.66,3.65,3.66,3.66,3.63,3.67,3.65,28.82,50.6,-30,-30,70.2,18,-283,691,59,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
99.0,2026-04-02,15:37:00.090,7.51,98,100,100,0.048,29.42,51,0,8.07,-0.007,0.906,-0.43,73,0,-172.56,1.89,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.67,3.65,28.82,50.6,-30,-30,70.0,42,-288,692,81,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
99.27,2026-04-02,15:37:00.360,7.50,96,100,100,0.076,29.34,52,0,8.07,-0.083,0.969,-0.33,72,0,-170.53,2.09,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.67,3.65,28.82,50.6,-30,-30,70.0,42,-214,692,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
99.53,2026-04-02,15:37:00.620,7.50,95,100,100,0.087,29.22,51,0,8.07,-0.024,0.908,-0.33,71,0,-170.52,2.09,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.67,3.65,28.82,50.6,-30,-30,70.0,31,-207,690,190,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
99.79,2026-04-02,15:37:00.880,7.51,95,100,100,0.079,29.04,49,0,8.07,-0.024,0.834,-0.33,69,0,-171.65,2.23,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.67,3.65,28.82,50.7,-30,-30,72.2,77,-282,692,292,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
100.06,2026-04-02,15:37:01.150,7.51,97,100,100,0.061,29.04,48,0,8.07,0.009,0.887,-0.72,68,0,-167.72,5.81,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.67,3.65,28.82,50.7,-30,-30,72.6,97,-365,692,101,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
100.32,2026-04-02,15:37:01.410,7.51,98,100,100,0.089,28.49,49,0,8.07,-0.107,1.056,-0.93,66,0,-165.93,5.63,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.67,3.65,28.83,50.7,-30,-30,73.2,54,-352,692,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
100.59,2026-04-02,15:37:01.680,7.51,99,100,100,0.072,28.28,50,0,8.07,-0.023,1.043,-0.81,65,0,-169.49,3.57,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.67,3.65,28.83,50.7,-30,-30,73.2,62,-345,733,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
100.85,2026-04-02,15:37:01.940,7.51,99,100,100,0.063,27.66,51,0,8.07,-0.048,1.058,-1.05,65,0,-171.47,3.02,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.67,3.65,28.81,50.7,-30,-30,73.7,68,-378,775,70,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
101.12,2026-04-02,15:37:02.210,7.51,99,100,100,0.072,27.18,51,0,8.07,-0.142,1.144,-1.36,66,0,-171.47,1.74,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.67,3.65,28.78,58.0,-30,-30,74.1,63,-315,772,18,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
101.4,2026-04-02,15:37:02.490,7.50,96,100,100,0.056,26.80,51,0,8.07,-0.108,1.046,-1.43,66,0,-169.97,1.77,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.67,3.65,28.78,58.0,-30,-30,74.3,65,-289,771,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
101.66,2026-04-02,15:37:02.750,7.51,95,100,100,0.058,26.46,51,0,8.07,-0.049,0.959,-1.43,67,0,-169.64,1.79,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.66,3.64,28.74,57.4,-30,-30,73.2,67,-309,770,49,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
101.92,2026-04-02,15:37:03.010,7.51,96,100,100,0.052,26.33,52,0,8.07,-0.079,1.001,-0.88,67,0,-169.25,1.53,10,0.00,3.61,3.66,3.65,3.66,3.65,3.63,3.66,3.64,28.74,57.4,-30,-30,73.2,66,-331,770,15,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
102.19,2026-04-02,15:37:03.280,7.51,99,100,100,0.073,26.33,53,0,8.07,-0.055,1.026,-0.31,66,0,-168.45,1.03,10,0.00,3.61,3.66,3.63,3.64,3.65,3.63,3.66,3.64,28.71,57.5,-30,-30,72.2,61,-356,769,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
102.45,2026-04-02,15:37:03.540,7.51,99,100,100,0.073,26.20,54,0,8.07,-0.119,1.052,-0.37,65,0,-168.82,-0.02,10,0.00,3.61,3.66,3.63,3.64,3.65,3.63,3.66,3.64,28.71,57.5,-30,-30,71.9,0,-337,769,-128,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
