Date,Time,TxBat(V),VFR 2.4G(%),Rx VFR(%),VFR 900M(%),AccY(g),Altitude(m),RSSI 2.4G(dB),RX,RxBatt(V),AccX(g),AccZ(g),VSpeed(m/s),RSSI 900M(dB),RX,R.angle(°),P.angle(°),Power 900M(mW),ADC2(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),VFAS(V),Current(A),Temp1(°C),Temp2(°C),Air speed(km/h),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,LS2,
2026-04-02,17:03:20.970,7.55,100,100,100,-0.020,0.32,86,0,8.10,-0.014,0.871,0.15,100,0,178.30,1.51,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.70,0.0,-30,-30,0.0,0,12,-1024,0,0,666,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:21.210,7.55,100,100,100,-0.011,0.30,86,0,8.09,0.051,0.959,0.02,100,0,-175.74,0.98,10,0.00,4.20,4.21,4.20,4.21,4.20,4.19,4.21,4.20,33.70,0.0,-30,-30,0.0,0,12,-1024,0,0,666,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:21.470,7.55,100,100,100,0.081,0.26,86,0,8.08,0.134,0.862,-0.05,100,0,178.16,0.13,10,0.00,4.20,4.21,4.20,4.21,4.20,4.19,4.21,4.20,33.69,0.0,-30,-30,0.0,0,12,-1024,0,0,666,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:21.740,7.55,100,100,99,-0.008,0.22,86,0,8.07,0.071,1.081,-0.09,99,0,-95.15,2.66,10,0.00,4.20,4.21,4.20,4.21,4.20,4.19,4.21,4.20,33.69,0.0,-30,-30,0.0,0,12,-1024,0,0,666,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:22.010,7.55,100,100,99,-0.019,0.20,86,0,8.11,0.094,0.774,-0.08,100,0,177.91,2.49,10,0.00,4.20,4.21,4.20,4.21,4.20,4.19,4.21,4.20,33.69,0.0,-30,-30,0.0,0,11,-1024,0,0,666,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:22.280,7.55,100,100,99,0.026,0.20,86,0,8.09,0.101,0.936,-0.02,100,0,130.85,2.81,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.69,0.0,-30,-30,0.0,0,12,-1024,0,0,667,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:22.540,7.55,100,100,99,-0.053,0.19,86,0,8.08,0.098,1.059,-0.04,100,0,178.54,3.97,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.69,0.0,-30,-30,0.0,0,12,-1024,0,0,667,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:22.800,7.55,100,100,99,0.008,0.19,86,0,8.07,0.149,0.910,0.00,99,0,146.72,5.16,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.69,0.0,-30,-30,0.0,0,12,-1024,0,0,666,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:23.060,7.55,100,100,99,-0.035,0.15,86,0,8.07,0.025,1.114,-0.07,98,0,-176.64,2.42,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.70,0.0,-30,-30,0.0,0,12,-1024,0,0,666,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:23.320,7.55,100,100,99,0.068,0.15,86,0,8.07,0.070,0.691,-0.03,97,0,18.60,0.83,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.70,0.0,-30,-30,0.0,0,12,-1024,0,0,667,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:23.590,7.55,100,100,99,-0.052,0.16,86,0,8.07,0.041,0.965,0.00,95,0,-177.90,2.74,10,0.00,4.20,4.21,4.20,4.21,4.20,4.19,4.21,4.20,33.70,0.0,-30,-30,0.0,0,12,-1024,0,0,666,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:23.860,7.55,100,100,99,0.023,0.17,86,0,8.07,0.095,0.896,0.04,94,0,175.25,2.66,10,0.00,4.20,4.21,4.20,4.21,4.20,4.19,4.21,4.20,33.70,0.0,-30,-30,0.0,0,12,-1024,0,0,666,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:24.120,7.55,100,100,99,0.026,0.19,86,0,8.07,0.000,0.975,0.02,92,0,-176.47,1.27,10,0.00,4.20,4.21,4.20,4.21,4.20,4.19,4.21,4.20,33.69,0.0,-30,-30,0.0,0,12,-1024,0,0,667,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
2026-04-02,17:03:24.380,7.55,100,100,99,0.094,0.13,86,0,8.07,0.020,1.129,-0.05,92,0,-179.45,-0.39,10,0.00,4.20,4.21,4.20,4.20,4.20,4.19,4.21,4.20,33.70,0.0,-30,-30,0.0,0,12,-1024,0,0,667,0,0,1,-1,0,1,-1,1,-1,-1,-1,-1,0,0,
