Date,Time,TxBat(V),VFR 2.4G(%),Rx VFR(%),VFR 900M(%),AccY(g),Altitude(m),RSSI 2.4G(dB),RX,RxBatt(V),AccX(g),AccZ(g),VSpeed(m/s),RSSI 900M(dB),RX,R.angle(°),P.angle(°),Power 900M(mW),ADC2(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),VFAS(V),Current(A),Temp1(°C),Temp2(°C),Air speed(km/h),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,LS2,
2026-04-02,13:30:46.430,7.47,100,100,100,0.002,-0.43,68,0,8.28,-0.111,0.941,-0.18,71,0,179.90,-6.20,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.71,0.0,-30,-30,0.0,0,12,-942,0,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:46.670,7.46,100,100,100,-0.034,-0.49,67,0,8.28,0.036,1.017,-0.18,71,0,179.46,-3.45,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.71,0.0,-30,-30,0.0,0,11,-942,0,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:46.940,7.46,100,100,100,-0.058,-0.55,66,0,8.33,-0.037,0.974,-0.14,66,0,179.55,-3.40,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.71,0.0,-30,-30,0.0,0,12,-942,0,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:47.200,7.46,100,100,100,-0.032,-0.53,65,0,8.32,-0.023,0.990,0.03,68,0,179.45,-3.68,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.71,0.0,-30,-30,0.0,0,12,-943,0,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:47.460,7.47,100,100,100,-0.004,-0.54,67,0,8.30,-0.042,0.971,-0.04,73,0,179.42,-3.73,10,0.00,4.20,4.21,4.20,4.21,4.20,4.20,4.21,4.20,33.71,0.0,-30,-30,0.0,0,12,-1021,0,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:47.730,7.46,100,100,100,-0.001,-0.55,69,0,8.32,-0.029,0.985,-0.01,73,0,179.38,-3.82,10,0.00,4.20,4.21,4.20,4.21,4.20,4.20,4.21,4.20,33.71,0.0,-30,-30,0.0,0,12,-1024,0,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:47.990,7.46,100,100,100,-0.026,-0.57,71,0,8.29,-0.032,0.983,-0.05,73,0,179.35,-3.89,10,0.00,4.20,4.21,4.20,4.21,4.20,4.20,4.21,4.20,33.71,0.0,-30,-30,0.0,0,11,-1024,0,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:48.250,7.47,100,100,100,-0.022,-0.53,73,0,8.29,-0.036,0.982,0.04,76,0,179.33,-3.93,10,0.00,4.20,4.21,4.20,4.21,4.20,4.20,4.21,4.20,33.71,0.0,-30,-30,0.0,0,12,-1024,0,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:48.520,7.46,100,100,100,-0.014,-0.46,72,0,8.28,-0.032,0.984,0.13,73,0,179.29,-3.99,10,0.00,4.20,4.21,4.20,4.21,4.20,4.20,4.21,4.20,33.71,0.0,-30,-30,0.0,0,12,-1024,0,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:48.780,7.46,100,100,100,-0.013,-0.43,71,0,8.30,-0.034,0.982,0.16,73,0,179.27,-4.02,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.71,0.0,-30,-30,0.0,0,12,-1024,0,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:49.050,7.46,100,100,100,-0.013,-0.39,68,0,8.31,-0.034,0.982,0.14,76,0,179.25,-4.07,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.71,0.0,-30,-30,0.0,0,12,-1024,0,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:49.310,7.46,100,100,100,-0.013,-0.42,68,0,8.33,-0.032,0.983,0.00,76,0,179.22,-4.11,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.71,0.0,-30,-30,0.0,0,12,-1024,0,0,666,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:49.570,7.46,100,100,100,-0.015,-0.49,68,0,8.34,-0.033,0.982,-0.16,71,0,179.22,-4.12,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.71,0.0,-30,-30,0.0,0,12,-1024,0,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
2026-04-02,13:30:49.840,7.46,100,100,100,-0.018,-0.47,68,0,8.34,-0.033,0.983,-0.01,69,0,179.20,-4.16,10,0.00,4.20,4.21,4.20,4.21,4.21,4.19,4.21,4.20,33.71,0.0,-30,-30,0.0,0,12,-1024,0,0,667,0,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,
